"","start","end","survey_type","survey_id","survey_version","country","community","sex","gear_handline","gear_spear","gear_traps","gear_gill_net","gear_mobile_net","gear_stationary_line","gear_other","other_gear","tech_smartphone","tech_maps","tech_socialmedia","tech_other","tech_no_tech","other_tech","fishtech_vhf","fishtech_fishfinder","fishtech_survcam","fishtech_catchapp","fishtech_vesseltrack","fishtech_gps","fishtech_other","fishtech_none","other_fishtech","text_vms","choice","package_nopackage","wtp_1","wtp_2","wtp_3","wtp_4","wtr_1","wtr_2","wtr_3","wtr_4","design_a","design_b","design_c","design_d","design_e","design_f","design_g","design_h","design_i","fraction_personal","fraction_neighbor","fraction_local_trade","fraction_export","fraction_other","other_fraction","mpa","rank_one","rank_two","rank_three","rank_four","age","years_fishing","education","other_education","income","income_fishing","income_expenses"
"158",2019-09-04 22:51:31,2019-09-04 23:16:00,"D",5017,6,"MEX","PSC","M",0,0,0,1,1,0,1,"Buceo",1,0,1,0,0,,1,1,0,0,0,1,1,0,"Zanahoria",,2,1,"y","y","y","y",,,,,1,0,1,0,0,0,0,1,0,,,,,100,"Comprador","n","pollution","corruption","iuu","weather",41,30,"secondary",,30000,0,50
"159",2019-09-03 20:58:58,2019-09-03 21:33:49,"D",5018,7,"MEX","PSC","M",0,0,0,0,1,0,0,"Red Magdalena 1 chango",1,0,0,0,0,,1,1,0,0,0,1,1,0,"Zanahoria",,1,1,"y","y","y","y",,,,,0,0,1,0,1,1,0,0,0,,,100,,,,"n","corruption","pollution","iuu","weather",50,25,"secondary",,10000,100,20
"160",2019-09-03 22:35:00,2019-09-03 23:06:36,"D",5019,2,"MEX","PSC","M",0,0,0,0,1,0,1,"Buceo",1,1,1,0,0,,1,1,0,0,0,1,1,0,"Zanahoria no en uso",,1,1,"y","y","y","n",,,,,1,0,0,0,0,0,1,0,1,,,,,100,"Centro de acopio obimar u Otros compradores locales","n","corruption","pollution","iuu","weather",41,20,"secondary",,10000,100,0
"161",2019-09-03 23:06:59,2019-09-03 23:39:33,"D",5023,3,"MEX","PSC","M",1,0,1,1,1,0,1,"Buceo",1,0,0,0,0,,1,1,0,0,0,1,1,0,"Zaahoria no funciona",,2,1,"y","y","y","y",,,,,0,0,1,0,0,0,1,0,1,,,100,,,,"n","corruption","iuu","pollution","weather",48,30,"secondary",,8000,100,30
"162",2019-09-04 21:31:51,2019-09-04 21:50:10,"D",5029,9,"MEX","PSC","M",1,0,0,1,1,1,0,,1,1,1,0,0,,1,1,0,0,0,1,1,0,"Zanahoria",,1,1,"y","y","n",,,,,,1,0,0,0,0,1,0,1,0,,,,,100,"Comprafoe local q expirta","n","corruption","iuu","weather","pollution",21,6,"secondary",,20000,100,25
"163",2019-09-05 16:13:47,2019-09-05 16:36:07,"D",5032,12,"MEX","PSC","M",0,0,0,0,1,0,1,"Buceo",1,1,1,0,0,,1,1,0,0,0,1,1,0,"Luces",,1,0,,,,,"y",,,,1,0,0,0,1,0,1,0,0,,,,,60,"Comprador local exporta","n","weather","pollution","iuu","corruption",22,10,"secondary",,15000,100,25
"164",2019-09-05 19:57:46,2019-09-05 20:22:19,"D",5035,1,"MEX","PSC","M",1,0,1,1,1,1,1,"Buceo",0,0,0,0,1,,1,1,0,0,0,1,1,0,"Zanahoria no la usa",,2,1,"y","y","y","n",,,,,1,0,0,1,0,0,0,0,1,,,,0,100,"Presidente la vende","n","iuu","weather","pollution","corruption",44,23,"secondary",,27000,100,30
"165",2019-09-05 20:23:25,2019-09-05 22:38:07,"D",5036,6,"MEX","PSC","M",1,1,1,1,1,1,1,"Buceo",1,1,1,0,0,,0,0,0,0,0,1,0,0,,,2,0,,,,,"n","n","n","n",1,0,0,0,1,0,0,1,0,,,,,100,"Mejor postor","n","iuu","corruption","pollution","weather",31,15,"secondary",,15000,100,50
"166",2019-09-06 20:10:54,2019-09-06 20:40:24,"D",5041,15,"MEX","PSC","M",0,0,0,0,0,0,1,"Buceo",1,1,1,0,0,,0,0,0,0,0,1,0,0,,,1,1,"y","n",,,,,,,1,1,1,0,0,0,0,0,0,20,0,0,,80,"Cooperativas cn permiso","n","pollution","corruption","iuu","weather",30,23,"secondary",,30000,100,80
"167",2019-09-07 00:23:02,2019-09-07 00:44:23,"D",5043,13,"MEX","PSC","M",0,0,0,0,0,0,1,"Buceo",1,0,0,0,0,,0,0,0,0,0,1,0,0,,,1,1,"y","y","y","n",,,,,1,0,1,0,0,1,0,0,0,,,,,100,"4 compradores de ensenada mejor postor","n","corruption","iuu","pollution","weather",41,23,"secondary",,13000,100,20
"168",2019-09-13 19:54:02,2019-09-13 20:13:48,"D",6009,10,"MEX","ALT","M",0,0,0,0,1,0,0,,0,0,0,0,1,,0,0,0,0,1,0,1,0,"Zanahoria no instalada, Pds.","PDS",2,1,"y","y","y","n",,,,,1,0,0,0,0,0,1,0,1,,,,,100,"Cooperativa","y","iuu","corruption","pollution","weather",60,42,"secondary",,10000,100,40
"169",2019-09-14 20:45:39,2019-09-14 21:04:30,"D",6013,11,"MEX","ALT","M",0,0,0,0,1,0,0,,1,0,1,0,0,,0,0,0,0,1,1,1,0,"Zanahoria","PDS",2,0,,,,,"n","n","y",,1,0,0,1,1,0,0,0,0,,,,,100,"Coop","y","iuu","pollution","corruption","weather",31,14,"secondary",,6000,50,30
"170",2019-09-16 08:46:31,2019-09-18 12:32:24,"D",7001,13,"IND","WKB","M",0,0,0,0,1,0,0,"Pancing tonda (Trolling)",0,0,0,1,0,"HP biasa",0,0,0,0,0,0,0,1,,,1,1,"y","n",,,,,,,1,0,0,0,1,0,1,0,0,20,0,0,80,,,"y","iuu","weather","pollution","corruption",44,21,"secondary",,4e+06,10,30
"171",2019-09-16 08:44:54,2019-09-16 09:22:03,"D",7002,13,"IND","WKB","M",1,0,0,0,0,0,0,,1,0,1,0,0,,0,0,0,0,0,0,0,1,,,2,1,"y","n",,,,,,,1,0,0,0,1,0,1,0,0,,0,5,95,,,"y","iuu","weather","corruption","pollution",47,30,"secondary",,5,100,45
"172",2019-09-17 00:33:57,2019-09-18 12:31:59,"D",7003,11,"IND","WKB","M",1,0,0,0,0,0,0,,0,0,0,1,0,"Handphone biasa",0,0,0,0,0,0,0,1,,,1,1,"y","y","y","n",,,,,1,0,0,0,1,0,1,0,0,30,5,,65,,,"y","weather","iuu","pollution","corruption",47,20,"secondary",,4500000,10,30
"173",2019-09-17 00:33:28,2019-09-17 00:55:32,"D",7004,11,"IND","WKB","M",1,1,0,0,0,0,0,,0,0,0,0,1,,0,0,0,0,0,0,0,1,,,1,1,"y","y","y","n",,,,,0,0,0,0,1,0,1,1,0,10,10,80,,,,"y","iuu","weather","pollution","corruption",42,32,"secondary","some_hs",1e+06,100,45
"174",2019-09-14 22:26:28,2019-09-14 22:51:32,"D",6015,14,"MEX","ALT","M",0,0,0,0,1,0,1,"Buceo",1,1,1,0,0,,0,0,0,0,1,1,1,0,"Zanahoria no usa","PDS",2,1,"y","y","y","y",,,,,0,0,0,0,0,1,1,1,0,,,,,100,"Cooperativa","y","pollution","corruption","iuu","weather",58,41,"secondary",,13000,70,20
"175",2019-09-17 02:15:00,2019-09-18 12:32:04,"D",7005,15,"IND","WKB","M",1,0,0,0,0,0,0,"Pancing gurita",0,0,0,1,0,"Handphone biasa",0,0,0,0,0,0,0,1,,,1,1,"y","y","y","y",,,,,1,0,0,0,1,0,0,0,1,10,,0,90,,,"y","iuu","weather","pollution","corruption",47,19,"primary",,4e+06,10,15
"176",2019-09-17 01:21:49,2019-09-17 03:07:41,"FLAG",7006,9,"IND","WKB","M",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,45,,,,"y",,,,,37,98,"primary",,,10,30
"177",2019-09-17 01:30:33,2019-09-17 01:48:04,"D",7007,9,"IND","WKB","M",1,0,0,0,0,0,0,,0,0,0,1,0,"common phone",0,0,0,0,0,0,0,1,,,1,1,"y","y","n",,,,,,0,0,0,1,1,0,0,0,1,10,,20,90,,,"y","iuu","weather","pollution","corruption",42,20,"secondary","some_hs",1500000,80,60
"178",2019-09-15 00:50:04,2019-09-15 01:09:19,"D",6018,2,"MEX","ALT","M",0,0,1,0,1,0,0,,1,1,1,0,0,,1,0,0,0,1,1,1,0,"Zanahoria","PDS",1,0,,,,,"n","n","n","n",1,0,0,0,0,0,1,0,1,,,,,100,"Cooperativa","y","iuu","weather","corruption","pollution",35,15,"secondary",,10000,50,25
"179",2019-09-17 02:05:51,2019-09-17 02:20:58,"D",7008,15,"IND","WKB","M",1,0,0,0,0,0,0,,1,0,1,0,0,,0,0,0,0,0,0,0,1,,,2,0,,,,,"y",,,,0,0,1,0,1,0,0,0,1,10,10,80,,,,"y","weather","iuu","corruption","pollution",37,22,"no_formal",,1e+06,100,50
"180",2019-09-14 20:18:01,2019-09-14 20:41:55,"D",6019,8,"MEX","ALT","M",0,0,0,0,1,0,1,"Buceo",1,1,1,0,0,,1,0,0,0,1,1,1,0,"Zanahoria.","PDS",1,1,"y","y","y","n",,,,,1,0,0,0,0,0,1,0,1,,,,,100,"Cooperativa","y","pollution","weather","iuu","corruption",58,44,"secondary",,16000,100,30
"181",2019-09-17 15:05:07,2019-09-17 15:53:50,"D",6020,4,"MEX","ALT","M",0,0,1,0,1,0,0,,1,1,1,0,0,,0,0,0,0,1,1,1,0,"Zanahoria ya no usa hace 3 anos","PDS",1,1,"y","y","n",,,,,,0,0,1,0,1,0,1,0,0,,,10,0,90,"Cooperativa. Solo un comprador","y","iuu","weather","pollution","corruption",25,7,"secondary",,5000,50,25
"182",2019-09-17 15:54:17,2019-09-17 16:19:19,"D",6021,5,"MEX","ALT","M",0,0,1,0,1,0,0,,1,1,1,0,0,,0,0,0,0,1,1,1,0,"Zanahoria la recogio la cooperativa","PDS",2,1,"y","y","n",,,,,,1,0,0,0,0,0,0,1,1,,,,,100,"Cooperativa","y","iuu","pollution","weather","corruption",17,3,"secondary",,30000,20,15
"183",2019-09-17 03:30:59,2019-09-17 03:48:10,"D",7009,8,"IND","WKB","M",1,0,0,0,0,0,0,,0,0,0,0,1,,0,0,0,0,0,0,0,1,,,2,1,"y","n",,,,,,,0,0,0,0,1,0,1,1,0,10,0,,90,,,"y","iuu","weather","pollution","corruption",35,15,"no_formal",,8,100,30
"184",2019-09-17 16:23:17,2019-09-17 16:52:52,"D",6022,8,"MEX","ALT","M",0,0,1,0,1,0,0,"Suripera",1,1,1,0,0,,0,0,0,0,1,0,1,0,"Gps telefono. Zanahoria uso primeros anos ya no","PDS",2,1,"y","n",,,,,,,1,0,0,0,0,0,1,0,1,10,10,,,80,"Cooperativa","y","pollution","iuu","corruption","weather",37,29,"secondary",,4000,75,30
"185",2019-09-17 17:45:30,2019-09-17 17:56:27,"D",6025,16,"MEX","ALT","M",0,0,1,0,1,0,0,,1,1,1,0,0,,0,1,0,0,1,1,1,0,"Zanahoria no mucho","PDS",2,1,"y","y","y","y",,,,,1,0,0,0,0,0,0,0,1,,,,,100,"Coope","y","corruption","pollution","iuu","weather",50,30,"secondary",,5000,100,30
"186",2019-09-17 08:22:28,2019-09-18 12:32:17,"D",7010,8,"IND","WKB","M",1,0,0,0,0,0,0,"Pancing umpan",0,0,0,1,0,"Hp biasa",0,0,0,0,0,1,0,0,,,2,1,"y","y","y","y",,,,,1,0,0,0,1,1,0,0,0,,,100,0,,,"y","weather","iuu","pollution","corruption",22,15,"primary",,4e+06,10,30
"187",2019-09-17 08:48:23,2019-09-18 12:32:09,"D",7011,4,"IND","WKB","M",1,0,0,0,0,0,0,,0,0,0,1,0,"Hp biasa",0,0,0,0,0,1,0,0,,,1,1,"y","y","y","y",,,,,1,0,0,0,1,1,0,0,0,15,5,,80,,,"y","iuu","weather","pollution","corruption",34,19,"primary",,5,10,30
"188",2019-09-17 17:56:57,2019-09-17 18:07:38,"D",6026,1,"MEX","ALT","M",0,0,1,1,1,0,0,,1,1,1,0,0,,0,1,0,0,1,1,1,0,"Zanahoria usa","PDS",2,1,"y","n",,,,,,,1,0,0,0,0,1,0,0,1,,,,,100,"Coope","y","pollution","iuu","weather","corruption",31,16,"secondary",,35000,50,50
"189",2019-09-17 08:23:02,2019-09-17 08:43:26,"D",7012,4,"IND","WKB","M",1,0,0,0,0,0,0,,0,1,0,1,0,,0,0,0,0,0,1,0,0,"pakai GPS",,1,1,"y","y","n",,,,,,0,0,1,0,0,0,1,0,1,,,,100,,,"y","corruption","weather","pollution","iuu",58,48,"secondary","some_hs",2e+06,100,45
"190",2019-09-17 08:47:14,2019-09-17 09:07:07,"D",7013,5,"IND","WKB","M",1,0,0,0,0,0,0,,0,0,0,0,1,,0,0,0,0,0,0,0,1,,,2,1,"n",,,,,,,,0,0,0,0,0,1,1,1,0,5,,5,90,,,"y","weather","iuu","pollution","corruption",47,28,"secondary",,7e+06,100,50
"191",2019-09-17 09:29:16,2019-09-17 09:46:54,"D",7014,14,"IND","WKB","M",0,0,0,1,0,0,0,,0,0,0,0,1,,0,0,0,0,0,0,0,1,,,2,1,"y","n",,,,,,,0,0,1,0,0,1,0,1,0,10,10,80,,,,"y","iuu","weather","pollution","corruption",41,21,"secondary",,1.2e+07,100,40
"192",2019-09-18 00:01:17,2019-09-18 00:25:01,"D",6029,9,"MEX","ALT","M",1,0,0,0,1,0,0,"Chango (trawl nets)",1,1,1,0,0,,0,1,0,0,1,1,1,0,"Zanahoria usa para afuera","PDS",1,1,"y","y","n",,,,,,1,1,1,0,0,0,0,0,0,,,,,100,"Coope","y","corruption","pollution","iuu","weather",47,30,"secondary",,60000,100,50
"193",2019-09-18 23:16:02,2019-09-18 23:51:21,"D",6033,1,"MEX","ALT","M",1,0,0,0,1,0,0,"Chango (trawl nets)",1,1,1,0,0,,0,0,0,0,1,1,1,0,"Zanahoria si usa","PDS",2,1,"n",,,,,,,,1,1,0,0,1,0,0,0,0,,,,0,100,"Cooperativa","y","corruption","weather","iuu","pollution",48,28,"secondary",,,100,50
"194",2019-09-19 01:28:58,2019-09-19 01:50:32,"D",6034,2,"MEX","ALT","M",1,0,1,1,1,1,1,"Buceo, Chinchorro lomera suripera",1,1,1,0,0,,0,0,0,0,1,1,1,0,"Zanahoria nunca mas dp de que falló","PDS",1,1,"y","y","n",,,,,,0,1,0,0,0,0,1,0,1,,,20,,80,"Cooperativa","y","pollution","iuu","corruption","weather",45,34,"secondary",,8000,100,30
"195",2019-09-19 23:54:27,2019-09-20 00:17:37,"D",6036,5,"MEX","TTN","M",1,0,0,0,1,1,0,"Chango (trawl nets)",1,1,1,0,0,,0,1,0,0,0,1,1,0,"Zanahoria cuando sale de la bahia",,2,1,"y","n",,,,,,,1,0,0,0,0,1,0,0,1,,,,,100,"Coope","y","iuu","pollution","weather","corruption",47,31,"secondary",,8000,100,40
"196",2019-09-21 17:44:59,2019-09-21 18:35:02,"D",6040,14,"MEX","ALT","M",1,0,1,1,1,0,0,"Suripera",1,1,1,0,0,,0,0,0,0,1,1,1,0,"Sonda piola.","PDS",2,1,"y","y","n",,,,,,0,0,0,0,1,0,1,0,1,5,0,5,0,90,"Cooperativa","y","pollution","corruption","iuu","weather",58,43,"secondary",,3000,40,
"197",2019-09-02 22:10:15,2019-09-02 22:53:59,"D",5003,8,"MEX","PSC","M",1,0,0,1,1,1,0,,1,1,1,0,0,,1,1,0,0,1,1,1,0,"Zanahoria. Tracker jj cota ieto","Solar",1,1,"y","n",,,,,,,1,0,0,0,1,0,1,0,0,,,,90,,"Camaron. Los otros consumo naciobal","n","iuu","corruption","pollution",,33,15,"university",,40000,100,50
"198",2019-09-01 22:56:11,2019-09-01 23:38:54,"D",5009,16,"MEX","PSC","M",1,0,1,1,1,0,0,,1,0,1,0,0,,1,1,0,0,0,1,1,0,"Zanahoria en desuso",,2,1,"y","y","y","y",,,,,1,0,0,0,0,1,0,1,0,5,0,0,5,90,"Regional. Escama","n","iuu","corruption","pollution","weather",42,22,"university",,25000,100,45
"199",2019-09-05 00:52:57,2019-09-05 01:14:26,"D",5014,2,"MEX","PSC","M",1,0,1,1,1,0,1,"Buceo",1,1,1,0,0,,1,1,0,0,0,1,1,0,"Zanahoria e-tracker. Solo cuando 20 millas al menos",,1,1,"y","y","n",,,,,,1,1,0,0,0,1,0,0,0,5,,,,95,"Comprador local mercado nacional","n","iuu","corruption","pollution","weather",30,15,"university",,7500,50,10
"200",2019-09-04 00:34:48,2019-09-04 00:54:16,"D",5025,13,"MEX","PSC","M",1,0,0,1,1,1,1,"Buceo",1,1,1,0,0,,1,1,0,0,0,1,1,0,"Zanahoria",,2,0,,,,,"n","n","n","n",1,0,0,0,1,0,1,0,0,,,,100,,,"n","corruption","iuu","pollution","weather",27,15,"university",,7000,50,20
"201",2019-09-04 19:30:01,2019-09-04 19:51:35,"D",5027,4,"MEX","PSC","M",1,0,1,0,1,0,0,,1,1,0,0,0,,0,1,0,0,0,1,1,0,"Zanahoria. No usa pq no necesita en orilla",,1,1,"y","y","y","n",,,,,1,0,0,0,1,1,0,0,0,5,5,90,,,,"y","iuu","corruption","pollution","weather",30,15,"university",,8000,100,50
"202",2019-09-06 16:56:21,2019-09-06 17:26:31,"D",5039,11,"MEX","PSC","M",1,0,1,1,1,1,0,,1,1,1,1,0,,1,1,0,0,0,1,1,0,"Zanahoria",,1,1,"y","y","y","y",,,,,0,0,0,1,0,0,1,1,0,,,,,100,"Un solo comprador","n","corruption","pollution","iuu","weather",40,22,"university",,20000,100,60
"203",2019-09-13 19:30:11,2019-09-13 19:53:31,"D",6008,9,"MEX","ALT","M",0,0,0,0,1,0,0,"Chango (trawl nets)",0,0,0,0,1,,1,0,0,0,0,1,1,0,"Zanahoria. Pesa con piola. Pds.",,1,1,"y","y","y","n",,,,,0,0,0,0,1,0,0,1,1,,,,,100,"Cooperativa","y","pollution","corruption","iuu","weather",55,38,"university",,20350,30,20
"204",2019-09-19 23:33:17,2019-09-19 23:53:11,"D",6035,3,"MEX","TTN","M",1,0,1,0,1,0,1,"Buceo, Suripera",1,1,1,0,0,,0,0,0,0,1,0,1,0,"Radio 3km.","PDS",2,1,"y","y","n",,,,,,1,0,0,0,1,0,1,0,0,,,,,100,"Coop","y","pollution","iuu","weather","corruption",54,33,"university",,12000,50,25
"205",2019-09-17 22:08:43,2019-09-17 23:43:12,"D",6027,13,"MEX","ALT","M",1,0,0,0,1,0,0,"Chango (trawl nets)",1,1,1,0,0,,0,0,0,0,1,1,1,0,"Zanahoria no se USA ya","PDS",2,1,"y","n",,,,,,,1,0,0,0,0,0,1,0,0,,,,,100,"Cooperativa","y","corruption","iuu","pollution","weather",51,31,"vocational",,7000,100,50
"206",2019-10-03 08:01:37,2019-10-03 08:14:55,"D",8001,15,"IND","JPR","M",1,1,0,0,0,0,0,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,2,1,"y","y","y","n",,,,,0,0,0,1,0,1,0,0,1,10,5,85,,,,"n","weather","iuu","pollution","corruption",51,30,"secondary",,3e+06,90,55
"207",2019-10-02 09:06:26,2019-10-02 09:27:16,"D",8002,14,"IND","JPR","M",1,0,0,0,0,0,0,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,2,1,"y","y","n",,,,,,1,0,1,0,0,1,0,1,0,10,,90,,,,"n","iuu","weather","pollution","corruption",55,35,"primary",,5e+06,70,45
"208",2019-10-02 09:59:50,2019-10-02 10:20:26,"D",8003,16,"IND","JPR","M",1,0,0,0,0,0,0,,0,0,0,0,1,,0,0,0,0,0,0,0,1,,,2,1,"y","y","y","y",,,,,0,0,0,0,1,1,0,0,1,5,5,90,,,,"n","weather","iuu","pollution","corruption",47,32,"secondary",,4e+06,80,40
"209",2019-10-03 03:06:04,2019-10-03 05:43:15,"D",8004,13,"IND","JPR","M",1,0,0,0,0,0,0,,0,0,0,0,1,,0,0,0,0,0,0,0,1,,,2,1,"y","y","y","y",,,,,1,0,0,1,1,0,0,0,0,10,10,80,,,,"y","weather","iuu","corruption","pollution",55,40,"secondary",,5e+06,60,35
"210",2019-10-03 05:43:57,2019-10-03 05:59:01,"D",8005,11,"IND","JPR","M",1,0,0,0,0,0,0,,0,0,0,0,1,,0,0,0,0,0,0,0,1,,,1,1,"y","n",,,,,,,0,0,0,0,0,0,1,1,1,10,5,85,,0,,"y","weather","pollution","corruption","iuu",66,36,"secondary",,3e+06,80,45
"211",2019-10-03 06:09:44,2019-10-03 06:21:10,"D",8006,9,"IND","JPR","M",1,0,0,0,0,0,0,,1,0,1,0,0,,0,0,0,0,0,1,0,0,,,1,1,"y","y","n",,,,,,0,0,1,0,0,1,1,0,0,10,,90,,,,"n","iuu","corruption","weather","pollution",58,40,"secondary",,2e+06,90,55
