"","start","end","survey_type","survey_id","survey_version","country","community","sex","gear_handline","gear_spear","gear_traps","gear_gill_net","gear_mobile_net","gear_stationary_line","gear_other","other_gear","tech_smartphone","tech_maps","tech_socialmedia","tech_other","tech_no_tech","other_tech","fishtech_vhf","fishtech_fishfinder","fishtech_survcam","fishtech_catchapp","fishtech_vesseltrack","fishtech_gps","fishtech_other","fishtech_none","other_fishtech","text_vms","choice","package_nopackage","wtp_1","wtp_2","wtp_3","wtp_4","wtr_1","wtr_2","wtr_3","wtr_4","design_a","design_b","design_c","design_d","design_e","design_f","design_g","design_h","design_i","fraction_personal","fraction_neighbor","fraction_local_trade","fraction_export","fraction_other","other_fraction","mpa","rank_one","rank_two","rank_three","rank_four","age","years_fishing","education","other_education","income","income_fishing","income_expenses"
"87",2019-07-10 08:09:37,2019-07-10 08:18:41,"D",4006,6,"IND","MNC","M",0,0,0,0,1,0,0,"Purse seine",1,0,0,0,0,,1,0,0,0,0,0,0,0,,,2,1,"y","n",,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,100,"Cold storage","y","weather","pollution","iuu","corruption",40,12,"secondary","SMP",2500000,100,20
"88",2019-07-10 08:18:50,2019-07-10 08:28:01,"D",4007,7,"IND","MNC","M",0,0,0,0,1,0,0,"Purse seine",1,0,0,0,0,,1,0,0,0,0,0,0,0,,,1,1,"y","n",,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,100,"Cold storage","y","weather","pollution","iuu","corruption",35,20,"secondary","SMP",2e+06,100,20
"89",2019-07-10 08:28:59,2019-07-10 08:37:34,"D",4008,8,"IND","MNC","M",0,0,0,0,1,0,0,"Purse seine",1,1,1,0,0,,1,0,0,0,0,0,0,0,,,2,1,"y","n",,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,100,"Cold storage","y","weather","pollution","iuu","corruption",17,2,"secondary","SMP",2e+06,100,20
"90",2019-07-10 08:42:07,2019-07-10 08:58:41,"D",4009,9,"IND","MNC","M",0,0,0,0,1,0,0,"Purse seine",1,0,0,0,0,,1,0,0,0,0,0,0,0,,,1,1,"y","n",,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,100,"Factory","y","weather","pollution","iuu","corruption",45,35,"primary","SD kelas 2 berhenti",3e+06,100,25
"91",2019-07-10 08:58:57,2019-07-10 09:12:33,"D",4010,10,"IND","MNC","M",0,0,0,0,1,0,0,"Purse seine",1,0,1,0,0,,1,0,0,0,0,0,0,0,,,2,1,"y","n",,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,100,"Cold storage","y","weather","pollution","iuu","corruption",37,15,"secondary","SMP",6e+06,100,25
"92",2019-07-11 03:06:39,2019-07-11 04:21:32,"D",4011,11,"IND","MNC","M",0,0,0,1,0,0,0,"Gillnet",1,1,1,0,0,,0,0,0,0,0,1,0,0,"GPS Garmin 10",,1,1,"y","n",,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,100,"Small collectors","y","weather","pollution","iuu","corruption",50,35,"primary",,2500000,10,25
"93",2019-07-11 03:26:40,2019-07-11 04:22:22,"D",4012,12,"IND","MNC","M",0,0,0,1,0,0,0,"Gillnet",1,1,0,0,0,,0,0,0,0,1,1,0,0,"GPS garmin 10",,1,1,"y","y","n",,,,,,0,1,1,1,1,0,0,0,0,0,0,100,0,0,,"n","weather","pollution","iuu","corruption",27,8,"vocational",,5e+06,10,30
"94",2019-07-11 03:45:20,2019-07-11 04:23:00,"D",4013,13,"IND","MNC","M",0,0,0,1,0,0,0,"Gillnet",1,1,0,0,0,,0,0,0,0,0,1,0,0,"GPS garmin 10",,2,1,"y","y","n",,,,,,0,1,1,1,1,0,0,0,0,0,0,100,0,0,,"n","weather","iuu","pollution","corruption",46,35,"primary",,2e+06,10,30
"95",2019-07-11 03:58:25,2019-07-11 04:25:28,"D",4014,14,"IND","MNC","M",0,0,0,1,0,0,0,"Gillnet",1,1,1,0,0,,0,0,0,0,1,1,0,0,"GPS garmin 10",,2,1,"y","y","n",,,,,,0,1,1,1,1,0,0,0,0,0,0,100,0,0,,"n","weather","iuu","pollution","corruption",30,10,"vocational",,5e+06,10,30
"96",2019-07-11 04:05:53,2019-07-11 04:26:48,"D",4015,15,"IND","MNC","M",0,0,0,1,0,0,0,"Gillnet",1,1,1,0,0,,0,0,0,0,1,1,0,0,"GPS garmin 1p",,1,1,"y","y","n",,,,,,0,1,1,1,1,0,0,0,0,0,0,100,0,0,,"n","weather","iuu","pollution","corruption",30,11,"vocational",,4500000,10,30
"97",2019-07-11 04:12:26,2019-07-11 04:28:28,"D",4016,16,"IND","MNC","M",0,0,0,1,0,0,0,"Gillnet",1,1,1,0,0,,0,0,0,0,1,1,0,0,"GPS garmin 10",,1,1,"y","y","n",,,,,,0,1,1,1,1,0,0,0,0,0,0,100,0,0,,"n","corruption","weather","iuu","pollution",36,20,"vocational",,4500000,10,30
"98",2019-07-11 04:45:40,2019-07-11 05:00:35,"D",4017,1,"IND","MNC","M",1,0,0,0,0,0,0,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,2,1,"n",,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,100,"Cold storage","n","weather","iuu","pollution","corruption",37,10,"primary",,1500000,10,20
"99",2019-07-11 05:01:20,2019-07-11 05:24:09,"D",4018,2,"IND","MNC","M",0,0,0,0,1,0,0,"Liftnet (Jaring angkat)",0,0,0,1,0,,0,0,0,0,0,0,0,1,,,1,0,,,,,"n","n","n","n",0,0,1,0,0,0,0,0,0,0,0,100,0,0,"Factory","n","weather","pollution","iuu","corruption",55,40,"primary",,1e+06,10,15
"100",2019-07-11 05:36:02,2019-07-11 05:50:47,"D",4019,3,"IND","MNC","M",1,0,0,0,0,0,0,,,,,1,0,"Radio contact",1,0,0,0,0,0,0,0,,,2,1,"y","n",,,,,,,0,0,1,1,1,0,0,0,0,0,0,0,0,100,"Factory","n","weather","pollution","iuu","corruption",50,35,"secondary","SMP",1500000,10,20
"101",2019-07-11 05:53:08,2019-07-11 06:04:25,"D",4020,5,"IND","MNC","M",1,0,0,0,0,0,0,,,,,1,0,"Handphone tanpa internet",1,0,0,0,0,0,0,0,,,2,1,"n",,,,,,,,0,0,1,1,1,0,0,0,0,0,0,100,0,0,,"n","weather","pollution","iuu","corruption",45,30,"primary",,1500000,10,25
"102",2019-07-11 06:04:38,2019-07-11 06:12:37,"D",4021,6,"IND","MNC","M",1,0,0,0,0,0,0,,0,0,0,1,0,"Handphone tanpa internet",1,0,0,0,0,0,0,0,,,1,1,"y","n",,,,,,,0,0,1,1,1,0,0,0,0,0,0,100,0,0,,"n","weather","pollution","iuu","corruption",40,20,"primary",,2e+06,10,20
"103",2019-07-11 06:13:08,2019-07-11 06:18:39,"D",4022,13,"IND","MNC","M",1,0,0,0,0,0,0,,1,0,0,0,0,,1,0,0,0,0,0,0,0,,,2,1,"n",,,,,,,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,"n","weather","pollution","iuu","corruption",41,25,"primary",,1500000,10,25
"104",2019-07-11 07:17:36,2019-07-11 07:25:26,"D",4023,15,"IND","MNC","M",1,0,0,0,0,0,0,,0,0,0,1,0,"Handphone tanpa internet",1,0,0,0,0,0,0,0,,,1,1,"n",,,,,,,,0,0,1,1,1,0,0,0,0,0,0,100,0,0,,"n","weather","pollution","iuu","corruption",42,22,"primary",,1500000,10,20
"105",2019-09-04 18:46:16,2019-09-04 19:29:09,"D",5031,15,"MEX","PSC","M",0,0,1,0,0,0,0,,1,1,0,0,0,,0,1,0,0,0,1,1,0,"Zanahoria",,1,1,"y","y","n",,,,,,1,0,0,0,0,0,0,0,0,,,100,,,,"n","corruption","pollution","iuu","weather",63,20,"no_formal",,6000,50,50
"106",2019-09-05 23:16:47,2019-09-06 00:36:14,"D",5037,7,"MEX","PSC","M",1,0,1,1,0,0,1,"Buceo",1,1,1,0,0,,1,1,0,0,0,1,1,0,"Zanahoria",,1,1,"y","y","y","n",,,,,1,0,0,0,0,1,1,0,0,,,50,,50,"Varios compradores mejor postor. Vende a misma persona","n","corruption","pollution","iuu","weather",36,19,"no_formal",,30000,100,50
"107",2019-08-30 16:23:13,2019-08-30 20:59:40,"D",5001,7,"MEX","PSC","M",0,0,0,1,1,0,1,"Buceo",1,1,1,0,0,,1,1,0,1,1,0,1,0,"SOS","Garmin",1,1,"y","y","y","y",,,,,1,0,0,0,1,0,1,0,0,0,,100,,0,"Less than 1% for own consumption","n","corruption","iuu","weather","pollution",53,30,"other","Preparatoria",1e+05,,
"108",2019-08-31 20:03:51,2019-08-31 21:59:31,"D",5006,9,"MEX","PSC","M",1,0,1,1,1,1,1,"Buceo",1,1,1,0,0,,1,1,0,0,0,1,0,0,"Zanahoria",,1,1,"y","y","y","n",,,,,1,0,0,0,1,0,1,0,0,10,,90,,,,"n","iuu","corruption","weather","pollution",58,45,"other","Prepa",9000,100,15
"109",2019-09-04 23:55:53,2019-09-05 00:25:26,"D",5016,3,"MEX","PSC","M",0,0,0,0,0,0,1,"Buceo",1,1,1,0,0,,1,0,0,0,0,1,1,0,"Traker anteriormente. Zanahoria se descarga mucho.",,1,0,,,,,"y",,,,1,0,0,0,0,1,0,0,0,,,,,100,"Comprador local que exporta a china","n","corruption","iuu","weather","pollution",34,16,"other","Prepa",45000,100,10
"110",2019-09-03 23:44:51,2019-09-04 00:08:42,"D",5020,16,"MEX","PSC","M",1,0,0,1,1,0,1,"Buceo",1,1,1,0,0,,1,0,0,0,0,1,1,0,"Zanahoria",,2,0,,,,,"y",,,,0,1,1,0,0,0,1,0,0,,,,,100,"Empresa congeladora obimar","n","pollution","iuu","corruption","weather",47,20,"other","Preparatoria",15000,100,30
"111",2019-09-04 00:16:06,2019-09-04 00:34:44,"D",5021,14,"MEX","PSC","M",1,0,1,0,1,0,1,"Buceo",1,1,1,0,0,,1,1,0,0,0,1,0,0,,,1,1,"y","y","y","y",,,,,0,0,1,1,0,0,1,0,0,0,,,,,,"n","pollution","iuu","corruption","weather",19,5,"other","Preparatoria",12000,100,50
"112",2019-09-02 15:17:51,2019-09-02 15:51:39,"D",5024,14,"MEX","PSC","M",1,0,0,1,0,0,0,,1,0,1,0,0,,1,1,0,0,0,1,1,0,"Zanahoria la pude a companero",,1,0,,,,,"n","n","n","n",1,0,1,0,0,1,0,0,0,5,,95,,,,"n","corruption","iuu","pollution","weather",43,25,"other","Prepa",7000,100,40
"113",2019-09-06 16:11:04,2019-09-06 16:54:22,"D",5038,16,"MEX","PSC","M",1,0,1,1,1,1,1,"Buceo, Churupera o red de arrastre gemelas. Chinchorro. Chango. Atarraya lomera",1,1,1,0,0,,1,1,0,0,0,1,0,0,,,2,1,"y","y","y","n",,,,,1,1,0,0,0,1,0,0,0,,,,,100,"Comprador fijo a ensenada sinaloa etc por mexico","n","iuu","corruption","pollution","weather",19,6,"other","Prepa",12000,100,30
"114",2019-09-06 17:26:44,2019-09-06 18:07:13,"D",5040,7,"MEX","PSC","M",1,0,1,1,1,0,0,,1,0,0,0,0,,1,1,0,0,0,1,1,0,"Zanahoria",,1,1,"y","y","y","y",,,,,1,1,0,0,0,1,0,0,0,,,,,100,"2-3 compradores que viven aca y lo llevan a guadalajara los cabos Tijuana ensenada","n","corruption","pollution","iuu","weather",53,34,"other","Prepa",60000,45,45
"115",2019-09-06 23:27:04,2019-09-06 23:46:57,"D",5042,5,"MEX","PSC","M",0,0,0,1,1,0,1,"Buceo",1,0,1,0,0,,1,1,0,0,0,1,0,0,,,2,1,"y","y","y","y",,,,,1,1,0,0,0,0,1,0,0,,,,,100,"Mejor postor 5 o 6","n","iuu","pollution","corruption","weather",27,7,"other","Preparatoria",33000,100,40
"116",2019-09-09 16:47:44,2019-09-09 17:29:54,"D",5045,4,"MEX","PSC","M",1,0,1,1,1,0,1,"Buceo, Chinchorro chango",1,0,1,0,0,,1,1,0,0,0,1,1,0,"Zanahoria no usa",,1,1,"y","y","y","y",,,,,0,1,1,0,1,0,0,0,0,,,,,100,"Un solo comprador local","n","pollution","iuu","corruption","weather",19,2,"other","Prepa",15000,85,
"117",2019-09-09 20:46:00,2019-09-09 21:22:20,"D",5046,10,"MEX","PSC","M",0,0,0,1,1,0,1,"Buceo",1,1,1,1,0,,1,1,0,0,0,1,0,0,,,2,1,"y","y","y","y",,,,,1,0,0,0,1,1,0,0,0,,,,,100,"Un comprador local","n","corruption","pollution","iuu","weather",20,4,"other","Prepa",20000,70,30
"118",2019-09-13 16:37:41,2019-09-13 17:00:38,"D",6001,1,"MEX","ALT","M",0,0,1,1,1,0,0,"Chango (trawl nets)",1,0,1,0,0,,0,0,0,0,0,1,1,0,"Zanahoria. Cuadrito tracker (preguntar juandiego)",,2,1,"y","y","n",,,,,,0,0,0,0,0,1,1,1,0,,,,,100,"Cooperativa entrega a faitrade","y","pollution","iuu","corruption","weather",27,13,"other","Prepa",6000,100,20
"119",2019-09-13 17:01:04,2019-09-13 17:17:20,"D",6002,3,"MEX","ALT","M",0,0,0,1,1,0,0,,1,1,1,0,0,,1,1,0,0,1,1,1,0,"Zanahoria. Pds.","PDS",2,1,"y","y","y","y",,,,,1,1,0,0,1,0,0,0,0,,,,,100,"Cooperativa vdnxe","y","pollution","iuu","corruption","weather",25,5,"other","Prepa",15000,100,50
"120",2019-09-13 18:31:37,2019-09-13 18:52:14,"D",6006,1,"MEX","ALT","M",0,0,0,0,1,0,0,,1,1,1,0,0,,0,0,0,0,1,1,1,0,"Zanahoria ya no. Pds.","PDS",2,0,,,,,"n","n","n","n",1,0,0,0,0,0,1,0,1,,,,,100,"Cooperativa","y","iuu","corruption","pollution","weather",33,10,"other","Prepa",13000,100,25
"121",2019-09-14 21:05:40,2019-09-14 21:18:42,"D",6014,5,"MEX","ALT","M",1,0,1,0,1,0,0,,1,0,1,0,0,,0,0,0,0,1,1,1,0,"Zanahoria","PDS",2,1,"y","y","y","y",,,,,0,1,1,0,0,0,0,0,1,,,,,100,"Cooperativa","y","iuu","pollution","corruption","weather",35,15,"other","Prepa",8000,50,30
"122",2019-09-14 23:46:08,2019-09-15 00:02:19,"D",6017,4,"MEX","ALT","M",0,0,1,1,1,0,0,,1,0,1,0,0,,0,0,0,0,1,0,1,0,"Zanahoria no usa","PDS",1,0,,,,,"n","n","n","n",1,0,0,0,0,0,1,0,1,,,,,100,"Cooperativa","y","iuu","corruption","weather","pollution",25,6,"other","Prepa",6000,100,20
"123",2019-09-17 23:43:25,2019-09-17 23:59:35,"D",6028,11,"MEX","ALT","M",1,0,0,1,1,0,1,"Buceo",1,1,1,0,0,,0,0,0,0,1,1,0,0,,"PDS",1,1,"y","n",,,,,,,1,0,0,0,1,0,1,0,0,,,,,100,"Coop","y","pollution","iuu","weather","corruption",44,25,"other","Prepa",10000,100,20
"124",2019-09-18 00:29:16,2019-09-18 00:44:22,"D",6030,15,"MEX","ALT","M",1,0,1,0,1,0,0,"Chango (trawl nets)",1,1,1,0,0,,0,0,0,0,0,1,1,0,"Zanahoria",,1,1,"y","n",,,,,,,1,1,0,0,0,0,0,0,1,5,,,,95,"Coop","y","iuu","corruption","pollution","weather",31,7,"other","Preparatoria",9000,100,40
"125",2019-09-18 00:47:31,2019-09-18 01:06:06,"D",6031,8,"MEX","ALT","M",1,0,0,0,1,0,0,"Chango (trawl nets)",1,0,1,0,0,,0,0,0,0,1,1,1,0,"Zanahoria usa","PDS",2,1,"y","y","n",,,,,,1,0,0,0,0,1,0,0,1,,,,,100,"Coop","y","iuu","pollution","corruption","weather",39,20,"other","Preparatoria",9000,100,40
"126",2019-09-18 01:08:09,2019-09-18 01:28:28,"D",6032,5,"MEX","ALT","M",1,0,0,1,1,0,0,,1,0,1,0,0,,0,0,0,0,1,1,1,0,"Zanahoria pa Mar abierto","PDS",2,1,"y","y","n",,,,,,1,0,0,0,0,1,1,0,0,,,,,100,"Coop","y","corruption","iuu","pollution","weather",44,23,"other","Preparatoria",9000,100,30
"127",2019-09-20 00:44:35,2019-09-20 01:25:08,"D",6038,11,"MEX","TTN","M",1,0,0,1,1,0,1,"Buceo, Surupera",1,1,1,0,0,,0,0,0,0,1,1,1,0,"Zanahoria solo mar abierto solo 1 mes del año","PDS",1,1,"y","n",,,,,,,1,0,0,0,0,1,0,0,0,,,,,100,"Coop","y","iuu","pollution","corruption","weather",45,26,"other","Prepa",15000,100,35
"128",2019-09-21 17:13:53,2019-09-21 17:43:40,"D",6039,13,"MEX","ALT","M",1,0,1,1,1,0,0,"Surupera chango chinchorro",1,1,1,0,0,,0,0,0,0,0,0,1,0,"Zanahoria no usa",,2,0,,,,,"y",,,,1,1,0,0,0,0,1,0,0,,,,,100,"Coop","y","weather","iuu","pollution","corruption",52,32,"other","Prepa",10000,100,30
"129",2019-09-21 21:04:57,2019-09-21 21:32:04,"D",6041,15,"MEX","ALT","M",1,0,0,1,1,0,0,"Chango (trawl nets)",1,0,1,0,0,,0,0,0,0,1,1,1,0,"Sonda peso y mecate","PDS",1,1,"y","n",,,,,,,0,1,0,0,0,0,1,0,1,,,,,100,"Coop","y","pollution","iuu","corruption","weather",18,2,"other","Prepa",7000,50,0
"130",2019-08-31 01:29:13,2019-08-31 14:11:04,"D",5002,6,"MEX","PSC","M",0,0,0,1,0,0,0,,1,1,0,0,0,,1,1,0,0,0,1,0,0,"Compas. Boton de emergency",,2,1,"y","y","n",,,,,,0,0,1,0,1,0,1,0,0,,,0,0,100,"Processing plant","n","iuu","pollution","corruption","weather",59,42,"primary",,150000,100,45
"131",2019-08-31 14:53:07,2019-08-31 16:49:32,"D",5004,5,"MEX","PSC","M",1,0,0,1,1,0,1,"Buceo",1,1,0,0,0,,1,1,0,0,0,1,0,1,"SOS.  Zanahoria",,2,1,"y","y","y","n",,,,,0,0,0,0,1,1,1,0,0,,,100,,,,"n","corruption","iuu","pollution","weather",57,32,"primary",,25000,100,15
"132",2019-08-31 17:02:11,2019-08-31 19:57:21,"D",5005,8,"MEX","PSC","M",0,0,1,1,0,0,0,,1,1,1,0,0,,1,1,0,0,0,1,1,0,"Zanahoria",,1,1,"y","n",,,,,,,0,0,1,0,0,0,0,0,1,20,,80,0,,,"n","corruption","iuu","pollution","weather",39,28,"primary",,15000,100,60
"133",2019-09-01 18:21:28,2019-09-01 19:17:39,"D",5007,4,"MEX","PSC","M",1,0,1,1,1,1,0,"Suripera",1,0,1,0,0,,1,1,0,0,0,1,1,0,"Zanahoria",,1,1,"y","n",,,,,,,1,0,0,0,0,0,1,0,1,,,,100,,"Botete nacional.","n","corruption","iuu","weather","pollution",65,58,"primary",,115000,90,30
"134",2019-09-01 19:50:21,2019-09-01 20:27:00,"D",5008,2,"MEX","PSC","M",1,0,1,0,0,1,0,,1,1,1,0,0,,1,1,0,0,0,1,1,0,"Zanahoria",,1,1,"y","n",,,,,,,1,1,0,0,0,0,1,0,0,,,100,,,"En playa","n","iuu","pollution","weather","corruption",64,52,"primary",,8000,100,30
"135",2019-09-02 17:02:31,2019-09-02 18:18:12,"D",5010,11,"MEX","PSC","M",1,0,0,1,1,1,0,,1,1,1,0,0,,1,1,0,0,0,1,1,0,"Zanahoria",,1,1,"y","y","y","n",,,,,1,0,0,0,1,1,0,0,0,,,100,,,"Exporta todo","n","corruption","iuu","pollution","weather",42,30,"primary",,30000,100,30
"136",2019-09-02 19:38:41,2019-09-02 21:21:25,"D",5012,13,"MEX","PSC","M",0,0,0,1,1,0,0,,1,1,0,0,0,,1,1,0,0,0,1,1,0,"Zanahoria",,1,1,"y","n",,,,,,,0,0,1,0,0,0,1,0,1,,,,100,,,"n","iuu","weather","corruption","pollution",52,15,"primary",,8000,100,50
"137",2019-09-04 17:31:42,2019-09-04 18:38:24,"D",5026,1,"MEX","PSC","M",1,0,1,0,1,0,0,,1,0,0,0,0,,1,1,0,0,0,1,1,0,"Zanahoria",,2,1,"y","y","y","y",,,,,1,0,0,1,0,0,0,0,1,,,100,,,"Mejor postor","n","pollution","corruption","iuu","weather",60,45,"primary",,30000,100,50
"138",2019-09-04 20:58:06,2019-09-04 21:20:13,"D",5028,5,"MEX","PSC","M",0,0,1,0,1,0,1,"Buceo",1,1,1,0,0,,1,1,0,0,0,1,1,0,"Zanahoria. No usa por estorbo",,2,1,"y","n",,,,,,,0,0,0,1,0,0,1,0,1,,,0,,100,"Comprador para exportacion","n","pollution","corruption","iuu","weather",43,27,"primary",,15000,60,50
"139",2019-09-04 22:00:24,2019-09-04 22:47:31,"D",5030,11,"MEX","PSC","M",1,0,1,1,1,0,1,"Buceo",1,1,1,0,0,,1,1,0,0,0,1,1,0,"Zanahoria. Dejo de cargar",,1,1,"y","y","y","y",,,,,0,0,0,0,1,0,1,0,1,,,,,100,"Venta local para exportar","n","pollution","iuu","corruption","weather",50,30,"primary",,8000,100,50
"140",2019-09-05 18:47:18,2019-09-05 19:16:34,"D",5033,12,"MEX","PSC","M",1,0,0,1,1,0,0,,1,1,1,0,0,,0,0,0,0,0,1,1,0,"Zanahoria",,1,1,"y","y","n",,,,,,1,0,0,0,0,0,0,0,0,,,,,100,"Comprador local","n","pollution","corruption","iuu","weather",45,35,"primary",,12000,100,15
"141",2019-09-05 19:20:10,2019-09-05 19:57:43,"D",5034,8,"MEX","PSC","F",0,0,0,1,1,0,0,"Chango (trawl nets)",1,0,0,0,0,,0,0,0,0,0,1,0,0,,,2,1,"y","y","n",,,,,,1,0,0,0,0,0,0,1,1,,20,,0,80,"Compradores de afuera loscabos la pax","n","corruption","pollution","iuu","weather",63,42,"primary",,10000,100,30
"142",2019-09-08 18:57:37,2019-09-08 19:22:05,"D",5044,13,"MEX","PSC","M",1,0,1,1,1,1,0,,1,1,1,0,0,,1,1,0,0,0,1,1,0,"Zanahoria",,2,0,,,,,"y",,,,1,0,1,0,1,0,0,0,0,,,,,100,"4 o 5 compran","n","pollution","iuu","corruption","weather",52,39,"primary",,15000,100,35
"143",2019-09-12 00:01:20,2019-09-12 00:58:40,"D",5047,2,"MEX","PSC","M",0,0,0,0,0,0,1,"Buceo",1,0,0,0,0,,0,0,0,0,0,1,0,0,,,1,1,"yes","yes","yes","yes",,,,,0,1,1,0,0,1,0,0,0,,,,,100,"Un solo comprador local","n","corruption","pollution","weather","iuu",59,38,"primary",,25000,100,50
"144",2019-09-13 17:17:44,2019-09-13 17:37:42,"D",6003,9,"MEX","ALT","M",0,0,0,0,1,0,0,"Chango (trawl nets)",1,1,1,0,0,,0,0,0,0,0,0,1,0,"Telefono",,1,1,"y","n",,,,,,,1,0,0,0,0,0,1,0,1,,,,,100,"Cooperativa","n","pollution","iuu","corruption","weather",41,15,"primary",,8000,100,50
"145",2019-09-13 17:38:04,2019-09-13 17:58:29,"D",6004,10,"MEX","ALT","M",0,0,0,0,1,0,0,"Chango (trawl nets)",1,0,1,0,0,,1,0,0,0,0,0,1,0,"Mecate con peso para medir lo hondo. Zanahoria ya no. Pelagic",,2,1,"n",,,,,,,,0,1,1,0,0,0,0,0,0,,,,,100,"Cooperativa. A 1 compania que exporta extranjero","y","iuu","pollution","weather","corruption",56,36,"primary",,4000,100,40
"146",2019-09-13 18:00:13,2019-09-13 18:27:42,"D",6005,12,"MEX","ALT","M",1,0,1,0,1,0,0,"Churupera chango",,,,,,,0,0,0,0,0,0,1,0,"Pesa de plomo profundidad. PDS.",,1,1,"n",,,,,,,,1,0,0,0,0,0,1,0,0,,,,,100,"Cooperativa","y","pollution","iuu","corruption","weather",56,44,"primary",,30000,100,20
"147",2019-09-13 19:05:31,2019-09-13 19:26:18,"D",6007,3,"MEX","ALT","M",0,0,0,0,1,0,0,,0,0,0,0,1,,0,0,0,0,1,0,1,0,"Zanahoria, Pds.","PDS",2,1,"n",,,,,,,,1,1,0,0,0,1,0,0,0,,,,,100,"Cooperativa","y","corruption","iuu","pollution","weather",54,35,"primary",,7000,50,20
"148",2019-09-13 20:15:54,2019-09-13 21:56:48,"D",6010,12,"MEX","ALT","M",1,0,1,1,1,0,0,"Chango (trawl nets)",1,1,1,0,0,,1,0,0,0,1,1,1,0,"Zanahoria un tiempo. Pds.","PDS",1,1,"y","y","n",,,,,,1,0,0,0,1,0,1,0,0,,,,,100,"Cooperativa. Exporta a eeuu","y","pollution","corruption","iuu","weather",50,35,"primary",,5000,100,50
"149",2019-09-13 21:56:51,2019-09-13 22:24:15,"D",6011,1,"MEX","ALT","M",0,0,0,0,1,0,0,,1,1,1,0,0,,0,0,0,0,1,1,1,0,"Pds.","PDS",2,1,"y","n",,,,,,,1,0,0,0,1,0,1,0,0,,,,,100,"Coop","y","pollution","iuu","weather","corruption",59,40,"primary",,8000,50,30
"150",2019-09-14 19:24:58,2019-09-17 18:40:00,"D",6012,6,"MEX","ALT","M",0,0,0,0,1,0,1,"Buceo, Chango (trawl nets)",0,0,0,1,0,,0,0,0,0,1,0,1,0,"Zanahoria no usa pero tiene. GPS en motor. Pds.","PDS",2,1,"y","y","y","y",,,,,1,0,0,0,0,0,1,0,1,10,,0,,90,"Cooperativa","y","pollution","iuu","corruption","weather",61,49,"primary",,10000,50,20
"151",2019-09-14 22:52:21,2019-09-14 23:34:15,"D",6016,4,"MEX","ALT","M",0,0,0,0,1,0,0,,,,,,,,0,0,0,0,1,1,1,0,"Zanahoria no usa","PDS",2,1,"n",,,,,,,,1,0,0,0,0,1,1,0,0,,,,,100,"Cooperativa","y","pollution","iuu","weather","corruption",48,34,"primary",,4000,50,60
"152",2019-09-17 16:54:00,2019-09-17 17:24:06,"D",6023,14,"MEX","ALT","M",0,0,0,0,1,0,0,"Chango (trawl nets)",1,0,0,0,0,,1,0,0,0,1,0,1,0,"Zanahoria la usa","PDS",2,1,"y","n",,,,,,,1,0,0,0,0,1,1,0,0,,,,,100,"Cooperativa","y","pollution","corruption","weather","iuu",63,47,"primary",,8000,70,30
"153",2019-09-17 17:24:53,2019-09-17 17:43:26,"D",6024,5,"MEX","ALT","M",0,0,1,1,1,0,0,,0,0,1,1,0,,0,0,0,0,1,1,1,0,"Zanahoria","PDS",2,1,"y","n",,,,,,,0,0,0,1,0,1,1,0,0,,,,,100,"Cooperativa","y","pollution","iuu","corruption","weather",58,15,"primary",,4500,50,20
"154",2019-09-20 00:21:27,2019-09-20 00:40:44,"D",6037,6,"MEX","TTN","M",1,1,0,0,1,0,0,"Surupera chango",1,0,1,0,0,,0,0,0,0,1,1,1,0,"Otro aparato que va atras","PDS",2,1,"y","n",,,,,,,1,0,0,0,1,0,0,0,1,,,,0,100,"Coop","y","pollution","iuu","corruption","weather",58,40,"primary",,8000,100,25
"155",2019-09-02 18:41:37,2019-09-02 19:30:14,"D",5011,15,"MEX","PSC","M",0,0,0,1,0,0,1,"Buceo",1,1,1,0,0,,1,1,0,0,0,1,1,0,"Zanahoria ya no sirve, caducó. Apps de clima.",,1,1,"y","y","y","n",,,,,1,1,0,0,0,0,1,0,0,,,,100,,"A gringo. Chocolata mercado nacional","n","iuu","corruption","pollution","weather",47,26,"secondary",,16000,100,30
"156",2019-09-05 01:38:20,2019-09-05 01:52:10,"D",5013,14,"MEX","PSC","M",1,0,0,1,0,0,0,,1,1,1,0,0,,1,0,0,0,0,1,1,0,"Zanagoria no puesta",,2,1,"y","y","y","y",,,,,1,0,0,0,1,0,0,0,1,,,,,100,"Varios compradores","n","corruption","pollution","weather","iuu",26,10,"secondary",,6000,100,20
"157",2019-09-05 00:28:17,2019-09-05 00:47:50,"D",5015,10,"MEX","PSC","M",1,0,1,1,1,1,1,"Buceo",0,0,0,0,1,,1,1,0,0,0,1,1,0,"Zanahoria",,2,1,"y","y","y","y",,,,,1,0,0,0,0,0,1,0,1,,,,,100,"Comprador local","n","pollution","corruption","iuu","weather",48,35,"secondary",,10000,40,20
